profil_id,age,sexe,region,voie_bac,serie_bac,domaine_technique_bac,moyenne_generale,note_mathematiques,note_physique_chimie,note_svt,note_francais,note_malgache,note_anglais,note_histoire_geo,note_philosophie,note_economie,note_informatique,note_arts,note_eps,matieres_preferees,competences_declarees,centres_interet,activites_projets,preferences_professionnelles,environnement_travail_recherche,mention_recommandee,parcours_recommande,parcours_recommande_nom,profil_ambigu,parcours_alternatif_plausible
P00049,18,M,Atsimo-Andrefana,Professionnel et technique,CCBTP,Génie civil / BTP,11.04,14.1,13.0,10.9,9.0,10.8,7.6,9.7,11.7,10.8,10.0,12.1,12.8,Arts; EPS; Mathematiques; Physique_Chimie,autonomie; esprit d'équipe; calcul de structures (RDM),Architecture; Dessin et design; Lecture,aime dessiner des plans de maisons ou des croquis d'aménagement; a visité un chantier de construction dans le cadre d'un stage d'observation; participe à des activités associatives ou de bénévolat,Urbaniste; Ingénieur en Bureau d'Études,Bureau d'études,Génie Civil et Architecture,GCA,Génie Civil et Architecture,False,
P00050,20,M,Atsinanana,Général,D,,13.8,13.0,16.2,16.1,12.7,13.8,14.0,14.9,12.3,12.3,13.5,12.4,14.4,EPS; Histoire_Geo; Physique_Chimie; SVT,persévérance; sens de l'organisation; transformation agroalimentaire; sécurité alimentaire; normes HACCP et microbiologie; aisance relationnelle; esprit d'analyse,Nature,aide régulièrement dans l'exploitation agricole familiale; a réalisé un exposé scolaire sur la santé ou la biologie; a occupé un petit job ou une activité rémunérée pendant les vacances,Ingénieur de production en industrie agroalimentaire; contribuer au développement de Madagascar,Terrain/Extérieur,Biotechnologie et Agronomie,IAA,Industries Agroalimentaires,False,
P00051,18,F,Atsimo-Andrefana,Général,D,,14.58,15.9,16.8,14.2,13.8,14.2,13.7,12.2,13.6,15.7,17.5,12.5,14.9,EPS; Economie; Informatique; Mathematiques; Physique_Chimie,gestion de projets informatiques; administration de bases de données; aisance relationnelle; curiosité,Robotique,a suivi un tutoriel en ligne de programmation et créé un petit site web personnel; participe à des activités associatives ou de bénévolat,Chef de projet informatique; Administrateur de bases de données; avoir un métier stable,Mixte/Itinérant,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",False,
P00052,17,F,Boeny,Professionnel et technique,DAMB,Industriel,11.92,11.5,9.1,11.5,11.5,10.6,12.0,11.8,14.0,12.3,12.9,14.6,11.2,Arts; Informatique; Philosophie,design UI/UX; sens de l'observation; communication digitale et PAO; développement web et mobile multimédia; esprit d'analyse,Programmation; Jeux vidéo,a monté et dépanné des ordinateurs pour son entourage; participe à des activités associatives ou de bénévolat,Développeur multimédia; avoir un poste à responsabilités,Mixte/Itinérant,Informatique et Télécommunications,IMTICIA,"Informatique Multimédia, Technologie de l'Information et de la Communication et Intelligence Artificielle",False,
P00053,18,M,Boeny,Professionnel et technique,MEMA,Industriel,10.87,15.2,9.2,10.7,12.1,10.0,9.6,8.6,12.4,11.7,11.3,8.3,11.3,Economie; Francais; Malgache; Philosophie,raffinage et pétrochimie; esprit d'analyse; autonomie; analyses de laboratoire,Mécanique; Automobile et aéronautique; Réseaux sociaux,a effectué un stage d'observation dans un atelier ou une usine,Ingénieur en génie des procédés chimiques,Atelier/Industriel,Génie Industriel,ICMP,"Industries Chimiques, Minières et Pétrolières",False,
P00054,20,F,Ihorombe,Technologique,TGC,Génie civil,12.9,14.2,13.9,11.7,11.2,11.9,13.2,13.6,12.8,15.9,13.3,12.4,10.7,Histoire_Geo; Mathematiques; Physique_Chimie,analyse économique et économétrie; management stratégique; curiosité; esprit d'analyse; aisance relationnelle,Actualité et politique; Entrepreneuriat,gère les comptes d'une association d'élèves; s'intéresse à l'actualité économique et suit des chaînes d'information,Planificateur stratégique; Analyste économique; travailler à l'international,Contact clientèle/Relationnel,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,False,
P00055,18,M,Vatovavy,Professionnel et technique,DAMB,Industriel,13.14,14.7,15.8,14.4,12.2,9.2,13.4,15.4,13.0,12.3,14.3,10.6,12.4,Histoire_Geo; Mathematiques; Physique_Chimie,hygiène sécurité environnement (HSE); sens de l'organisation; curiosité; sens de l'observation; esprit d'équipe; génie des procédés chimiques,Bricolage; Mécanique; Bénévolat associatif,aide régulièrement à l'entretien de véhicules en famille; a démonté et réparé des appareils électroménagers ou mécaniques par curiosité; participe à des activités associatives ou de bénévolat,Ingénieur de laboratoire d'analyses,Terrain/Extérieur,Génie Industriel,ICMP,"Industries Chimiques, Minières et Pétrolières",False,
P00056,19,M,Atsimo-Andrefana,Général,S,,11.16,9.5,14.2,13.0,9.6,10.3,10.8,11.8,11.5,11.3,10.4,11.3,10.2,Economie; Histoire_Geo; Philosophie; Physique_Chimie; SVT,esprit d'équipe; aisance relationnelle; phytochimie; autonomie; esprit d'analyse; formulation pharmaceutique,Agriculture; Réseaux sociaux,a réalisé un exposé scolaire sur la santé ou la biologie,Chercheur en phyto-médicaments; Délégué médical,Laboratoire/Recherche,Biotechnologie et Agronomie,PIP,Pharmacologie et Industries Pharmaceutiques,False,
P00057,20,M,Sofia,Professionnel et technique,CCBTP,Génie civil / BTP,9.95,9.8,9.3,9.7,10.2,9.5,10.5,7.8,11.1,10.8,11.2,9.8,9.7,Anglais; Economie; Informatique; Philosophie,analyse financière et gestion budgétaire; persévérance; négociation et vente internationale; stratégie marketing et commerciale; sens de l'observation; esprit d'analyse,Économie; Entrepreneuriat; Musique,a participé à un club de débat ou un simulacre de procès au lycée; gère les comptes d'une association d'élèves; a occupé un petit job ou une activité rémunérée pendant les vacances,Analyste de marché,Bureau/Numérique,Droit et Techniques des Affaires,CAA,Commerce et Administration des Affaires,False,
P00058,20,M,Vatovavy,Professionnel et technique,TAG,Agricole,14.45,15.3,15.1,18.1,14.5,14.6,16.1,11.3,11.4,15.1,13.0,14.0,14.9,Anglais; Mathematiques; Physique_Chimie; SVT,persévérance; sécurité alimentaire; rigueur; transformation agroalimentaire,Agriculture; Santé; Bénévolat associatif,a participé à un club de sciences naturelles ou d'écologie; a réalisé un exposé scolaire sur la santé ou la biologie; a occupé un petit job ou une activité rémunérée pendant les vacances,Consultant qualité; Ingénieur de production en industrie agroalimentaire,Terrain/Extérieur,Biotechnologie et Agronomie,IAA,Industries Agroalimentaires,False,
P00059,20,F,Sofia,Professionnel et technique,TEV,Agricole,13.44,10.9,11.4,18.6,11.8,13.5,13.8,11.6,15.7,13.0,13.3,15.8,11.9,Arts; Philosophie; SVT,productions végétales et animales; sens de l'organisation; sens de l'observation; aisance relationnelle; esprit d'équipe,Environnement; Santé,aide régulièrement dans l'exploitation agricole familiale,Ingénieur Agronome; Responsable de projet développement rural,Laboratoire/Recherche,Biotechnologie et Agronomie,AEE,Agriculture et Élevage,False,
P00060,19,M,Itasy,Professionnel et technique,CCBTP,Génie civil / BTP,10.49,13.7,8.3,9.7,9.0,9.5,10.0,10.1,11.4,12.5,8.2,12.0,11.5,Arts; EPS; Economie; Mathematiques,analyse économique et économétrie; autonomie; curiosité; management stratégique; sens de l'organisation; analyse financière et gestion budgétaire; aisance relationnelle,Gestion; Entrepreneuriat; Bénévolat associatif,a organisé une petite activité commerciale ou un projet associatif; s'intéresse à l'actualité économique et suit des chaînes d'information; participe à des activités associatives ou de bénévolat,Chef de projet,Bureau/Numérique,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,True,CAA
P00061,18,M,Vakinankaratra,Professionnel et technique,PCBTP,Génie civil / BTP,14.12,17.6,16.9,14.0,14.3,15.3,12.1,14.6,12.4,13.8,13.1,13.9,11.4,Malgache; Mathematiques; Physique_Chimie,autonomie; esprit d'analyse; calcul de structures (RDM); créativité,Construction; Architecture,a réalisé des maquettes ou des plans de construction pour un projet scolaire; a visité un chantier de construction dans le cadre d'un stage d'observation; a occupé un petit job ou une activité rémunérée pendant les vacances,Ingénieur en Bureau d'Études; travailler à l'international,Chantier/BTP,Génie Civil et Architecture,GCA,Génie Civil et Architecture,True,
P00062,17,F,Androy,Technologique,TGI,Industriel,12.51,13.1,13.8,16.3,13.3,11.8,12.0,11.9,13.4,12.5,9.2,11.3,11.5,Philosophie; Physique_Chimie; SVT,sens de l'observation; créativité; esprit d'analyse; hygiène sécurité environnement (HSE); raffinage et pétrochimie,Électronique; Réseaux sociaux,aide régulièrement à l'entretien de véhicules en famille; pratique un sport en club depuis plusieurs années,Responsable HSE,Atelier/Industriel,Génie Industriel,ICMP,"Industries Chimiques, Minières et Pétrolières",False,
P00063,17,M,Melaky,Général,C,,17.58,17.7,20,20,18.6,15.8,15.8,19.0,17.6,13.6,17.4,17.1,18.4,Francais; Histoire_Geo; Physique_Chimie; SVT,biochimie et R&D; sécurité alimentaire; sens de l'organisation; normes HACCP et microbiologie; persévérance,Nature; Agriculture,a réalisé un exposé scolaire sur la santé ou la biologie; a occupé un petit job ou une activité rémunérée pendant les vacances,Chargé de R&D alimentaire,Terrain/Extérieur,Biotechnologie et Agronomie,IAA,Industries Agroalimentaires,False,
P00064,19,F,Bongolava,Professionnel et technique,TFFI,Industriel,12.55,12.8,11.8,11.8,13.8,12.0,13.2,14.2,12.4,12.3,12.3,11.8,12.2,Anglais; Francais; Histoire_Geo,sens de l'observation; autonomie; langues étrangères; management hôtelier et restauration; curiosité,Voyage; Gastronomie,a effectué un stage d'observation dans un hôtel ou une agence de voyage; pratique un sport en club depuis plusieurs années,Manager d'agence de voyage,Contact clientèle/Relationnel,Tourisme,TEH,"Tourisme, Environnement et Hôtellerie",False,
P00065,17,F,Anosy,Professionnel et technique,EN,Industriel,10.59,12.8,12.6,12.4,10.8,8.1,11.7,8.3,8.4,10.2,11.5,10.8,9.5,Mathematiques; Physique_Chimie; SVT,gestion de projets informatiques; sens de l'observation; esprit d'équipe,Réseaux sociaux et numérique; Lecture,a monté et dépanné des ordinateurs pour son entourage,Consultant en systèmes d'information et IA; Chef de projet informatique; travailler à l'international,Mixte/Itinérant,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",False,
P00066,19,F,Atsimo-Andrefana,Professionnel et technique,EN,Industriel,12.67,12.1,10.4,12.5,13.5,13.6,15.2,12.2,11.7,12.2,12.1,12.0,14.5,Anglais; EPS; Francais; Malgache; SVT,sens de l'observation; management hôtelier et restauration; autonomie; gestion environnementale de sites touristiques,Gastronomie; Voyage; Réseaux sociaux,aime cuisiner et découvrir des plats d'autres cultures; a occupé un petit job ou une activité rémunérée pendant les vacances,Organisateur d'événements (MICE),Contact clientèle/Relationnel,Tourisme,TEH,"Tourisme, Environnement et Hôtellerie",False,
P00067,18,M,Betsiboka,Professionnel et technique,TMF,Industriel,13.12,14.3,12.4,11.2,12.4,13.1,13.2,15.0,11.7,14.0,15.3,13.9,10.9,Economie; Histoire_Geo; Informatique; Mathematiques,rigueur; sens de l'observation; analyse statistique et probabilités appliquées,Technologie,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; a monté et dépanné des ordinateurs pour son entourage; participe à des activités associatives ou de bénévolat,Data Analyst; Data Scientist,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P00068,17,F,Atsimo-Andrefana,Général,C,,13.18,15.0,14.5,13.3,13.2,13.1,11.8,13.4,14.3,11.5,9.6,14.6,13.9,Arts; EPS; Mathematiques; Philosophie; Physique_Chimie,rigueur; autonomie; esprit d'équipe; productions végétales et animales,Animaux; Nature; Bénévolat associatif,a réalisé un exposé scolaire sur la santé ou la biologie; pratique un sport en club depuis plusieurs années,Responsable de projet développement rural; Expert en agri-business,Laboratoire/Recherche,Biotechnologie et Agronomie,AEE,Agriculture et Élevage,False,
P00069,20,M,Sava,Professionnel et technique,TAG,Agricole,7.81,8.4,8.7,11.4,6.2,8.4,5.7,5.3,7.4,12.2,7.1,7.3,5.6,Economie; Malgache; Mathematiques; Physique_Chimie; SVT,créativité; rigueur; formulation pharmaceutique; phytochimie; persévérance,Agriculture; Musique,a participé à un club de sciences naturelles ou d'écologie; s'occupe d'un petit élevage ou d'un jardin potager,Ingénieur de laboratoire médical; Chercheur en phyto-médicaments; avoir un poste à responsabilités,Terrain/Extérieur,Biotechnologie et Agronomie,PIP,Pharmacologie et Industries Pharmaceutiques,False,
P00070,18,F,Melaky,Technologique,TGC,Génie civil,14.52,18.9,14.0,15.5,13.0,12.7,13.3,16.7,13.4,16.3,13.7,13.0,13.7,Economie; Mathematiques; SVT,rigueur; esprit d'analyse; audit financier; gestion de trésorerie,Actualité et politique,a organisé une petite activité commerciale ou un projet associatif; a participé à un club de débat ou un simulacre de procès au lycée; pratique un sport en club depuis plusieurs années,Contrôleur de gestion,Contact clientèle/Relationnel,Droit et Techniques des Affaires,FIC,Finances et Comptabilité,False,
P00071,18,F,Itasy,Professionnel et technique,TMF,Industriel,11.48,11.0,9.6,12.6,14.1,12.2,15.9,9.3,6.7,17.5,10.8,10.4,7.7,Anglais; Economie; Francais,autonomie; gestion d'entreprise; aisance relationnelle; esprit d'analyse,Entrepreneuriat; Gestion,gère les comptes d'une association d'élèves; a organisé une petite activité commerciale ou un projet associatif,Responsable export,Contact clientèle/Relationnel,Droit et Techniques des Affaires,CAA,Commerce et Administration des Affaires,True,EMP
P00072,17,M,Anosy,Général,D,,10.03,7.4,10.1,10.2,11.8,11.2,10.2,10.5,8.0,11.4,10.1,9.4,10.1,Economie; Histoire_Geo; Malgache,créativité; esprit d'équipe; accueil et relation client; rigueur; persévérance,Langues étrangères; Musique,a effectué un stage d'observation dans un hôtel ou une agence de voyage; aime cuisiner et découvrir des plats d'autres cultures; pratique un sport en club depuis plusieurs années,Directeur d'établissement hôtelier,Mixte/Itinérant,Tourisme,TEH,"Tourisme, Environnement et Hôtellerie",False,
P00073,20,F,Bongolava,Professionnel et technique,TOM,Industriel,14.14,16.1,13.5,13.5,15.5,15.3,12.0,11.5,13.9,14.8,15.0,13.0,15.6,EPS; Francais; Malgache; Mathematiques,gestion des litiges commerciaux; créativité; sens de l'observation; droit des contrats et des sociétés; esprit d'équipe,Actualité et politique,a participé à un club de débat ou un simulacre de procès au lycée; gère les comptes d'une association d'élèves; participe à des activités associatives ou de bénévolat,Chargé de conformité; Expert en contentieux d'affaires,Bureau/Numérique,Droit et Techniques des Affaires,DTJA,Droit et Techniques Juridiques des Affaires,True,EMP
P00074,20,F,Vakinankaratra,Professionnel et technique,TEV,Agricole,12.11,13.7,11.0,13.6,8.7,12.4,12.3,12.6,14.4,13.2,10.1,11.6,11.7,Mathematiques; Philosophie; SVT,phytochimie; gestion de laboratoire d'analyses médicales; autonomie; curiosité,Environnement; Animaux,s'occupe d'un petit élevage ou d'un jardin potager; pratique un sport en club depuis plusieurs années,Consultant qualité,Laboratoire/Recherche,Biotechnologie et Agronomie,IAA,Industries Agroalimentaires,True,PIP
P00075,18,F,Itasy,Technologique,TGI,Industriel,11.12,12.8,10.1,12.2,9.7,12.1,10.6,10.7,10.8,11.8,9.2,9.5,14.0,EPS; Malgache; Mathematiques; SVT,sens de l'observation; persévérance; esprit d'équipe; sensibilisation au tourisme durable,Gastronomie; Langues étrangères; Bénévolat associatif,pratique l'anglais ou une autre langue étrangère en autodidacte; participe à des activités associatives ou de bénévolat,Chargé de valorisation touristique et environnementale; Professionnel du secteur du tourisme,Contact clientèle/Relationnel,Tourisme,TEE,Tourisme et Environnement,False,
